MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Group
1492.0,38.0,287.0,50.0,57.0,33.0,2
30.0,8.0,12.0,8.0,8.0,12.0,1
249.0,153.0,940.0,58.0,134.0,38.0,3
465.0,25.0,132.0,136.0,0.0,37.0,2
129.0,129.0,259.0,168.0,121.0,83.0,3
174.0,18.0,81.0,28.0,6.0,24.0,1
189.0,2.0,29.0,3.0,2.0,40.0,1
747.0,10.0,161.0,65.0,40.0,42.0,2
6.0,0.0,2.0,2.0,0.0,1.0,1
14.0,0.0,3.0,0.0,0.0,4.0,1
12.0,0.0,4.0,0.0,0.0,1.0,1
98.0,0.0,106.0,49.0,10.0,106.0,0
32.0,0.0,5.0,0.0,0.0,1.0,1
51.0,12.0,49.0,17.0,24.0,24.0,1
200.0,5.0,44.0,0.0,10.0,20.0,1
25.0,6.0,25.0,6.0,0.0,0.0,1
1050.0,12.0,144.0,0.0,0.0,24.0,2
117.0,0.0,22.0,13.0,0.0,30.0,1
9.0,4.0,17.0,10.0,2.0,7.0,1
56.0,0.0,11.0,0.0,0.0,8.0,1
145.0,13.0,46.0,17.0,2.0,4.0,1
203.0,0.0,10.0,0.0,0.0,2.0,1
270.0,3.0,27.0,39.0,6.0,99.0,0
9.0,0.0,16.0,6.0,6.0,10.0,1
37.0,12.0,23.0,8.0,11.0,52.0,1
46.0,0.0,7.0,0.0,0.0,2.0,1
31.0,1.0,13.0,7.0,2.0,9.0,1
1060.0,21.0,530.0,32.0,0.0,224.0,0
264.0,47.0,188.0,54.0,47.0,11.0,2
399.0,4.0,30.0,6.0,4.0,30.0,1
8.0,9.0,9.0,2.0,5.0,22.0,1
19.0,0.0,35.0,6.0,4.0,17.0,1
817.0,183.0,797.0,106.0,163.0,20.0,3
292.0,127.0,635.0,132.0,127.0,165.0,3
12.0,6.0,2.0,11.0,2.0,16.0,1
130.0,30.0,168.0,20.0,34.0,0.0,1
6.0,4.0,16.0,3.0,10.0,30.0,1
16.0,12.0,18.0,7.0,1.0,13.0,1
19.0,0.0,9.0,0.0,0.0,2.0,1
4.0,7.0,15.0,13.0,9.0,15.0,1
31.0,3.0,31.0,2.0,8.0,4.0,1
36.0,0.0,2.0,0.0,0.0,4.0,1
526.0,28.0,135.0,10.0,21.0,99.0,0
400.0,32.0,519.0,71.0,75.0,54.0,2
410.0,16.0,114.0,0.0,5.0,49.0,1
80.0,3.0,26.0,4.0,2.0,14.0,1
88.0,10.0,46.0,2.0,3.0,64.0,1
55.0,0.0,6.0,2.0,0.0,4.0,1
5.0,1.0,13.0,3.0,5.0,1.0,1
8.0,4.0,5.0,15.0,2.0,11.0,1
410.0,0.0,592.0,147.0,22.0,22.0,2
101.0,13.0,76.0,20.0,18.0,40.0,1
162.0,25.0,53.0,16.0,0.0,10.0,1
2.0,8.0,1.0,4.0,7.0,15.0,1
25.0,0.0,8.0,2.0,0.0,2.0,1
389.0,91.0,248.0,64.0,49.0,41.0,2
215.0,13.0,87.0,17.0,17.0,24.0,1
27.0,0.0,5.0,0.0,0.0,3.0,1
85.0,1.0,16.0,2.0,1.0,2.0,1
5.0,6.0,10.0,6.0,5.0,10.0,1
179.0,8.0,83.0,19.0,11.0,26.0,1
352.0,0.0,27.0,10.0,0.0,15.0,1
17.0,8.0,12.0,11.0,15.0,32.0,1
625.0,35.0,169.0,58.0,17.0,35.0,2
10.0,6.0,11.0,0.0,4.0,2.0,1
390.0,22.0,323.0,104.0,35.0,107.0,0
10.0,2.0,15.0,2.0,1.0,6.0,1
215.0,63.0,507.0,231.0,31.0,190.0,3
1001.0,17.0,572.0,93.0,125.0,17.0,2
19.0,18.0,33.0,24.0,1.0,8.0,1
41.0,5.0,129.0,10.0,3.0,3.0,1
1181.0,107.0,199.0,39.0,30.0,30.0,2
603.0,45.0,207.0,36.0,18.0,54.0,2
129.0,129.0,259.0,168.0,121.0,83.0,3
10.0,24.0,15.0,13.0,1.0,30.0,1
514.0,22.0,732.0,42.0,198.0,79.0,3
14.0,0.0,1.0,0.0,0.0,1.0,1
387.0,20.0,713.0,38.0,54.0,163.0,0
121.0,103.0,69.0,8.0,44.0,48.0,1
965.0,69.0,279.0,54.0,41.0,69.0,2
707.0,21.0,250.0,85.0,43.0,73.0,2
571.0,50.0,142.0,33.0,50.0,159.0,0
586.0,66.0,653.0,17.0,0.0,26.0,2
1063.0,89.0,102.0,16.0,12.0,25.0,2
305.0,3.0,27.0,4.0,3.0,144.0,0
1200.0,105.0,758.0,0.0,42.0,147.0,2
163.0,2.0,40.0,8.0,11.0,11.0,1
1009.0,181.0,104.0,202.0,21.0,207.0,3
125.0,6.0,73.0,8.0,4.0,19.0,1
721.0,0.0,152.0,119.0,50.0,50.0,2
315.0,4.0,62.0,41.0,31.0,146.0,0
1000.0,19.0,711.0,125.0,115.0,38.0,3
16.0,0.0,17.0,6.0,3.0,6.0,1
757.0,80.0,217.0,29.0,80.0,11.0,2
30.0,2.0,25.0,0.0,1.0,9.0,1
219.0,3.0,100.0,26.0,0.0,17.0,1
1.0,1.0,1.0,1.0,1.0,1.0,1
111.0,3.0,28.0,2.0,6.0,15.0,1
45.0,47.0,52.0,21.0,20.0,25.0,1
410.0,112.0,420.0,0.0,82.0,71.0,3
100.0,1.0,39.0,6.0,1.0,76.0,1
509.0,0.0,65.0,7.0,11.0,5.0,1
3.0,6.0,5.0,0.0,2.0,6.0,1
445.0,53.0,213.0,104.0,98.0,151.0,3
2.0,2.0,11.0,41.0,7.0,11.0,1
4.0,1.0,11.0,6.0,2.0,2.0,1
6.0,1.0,7.0,23.0,4.0,19.0,1
14.0,0.0,3.0,0.0,0.0,3.0,1
1.0,10.0,11.0,19.0,3.0,15.0,1
26.0,0.0,6.0,0.0,0.0,2.0,1
111.0,16.0,37.0,7.0,9.0,18.0,1
418.0,61.0,428.0,80.0,51.0,10.0,2
327.0,9.0,122.0,19.0,14.0,83.0,0
371.0,159.0,194.0,58.0,106.0,141.0,3
275.0,59.0,107.0,69.0,101.0,59.0,3
789.0,0.0,142.0,12.0,9.0,38.0,2
1.0,1.0,5.0,0.0,3.0,1.0,1
1004.0,12.0,145.0,32.0,12.0,36.0,2
187.0,81.0,149.0,25.0,43.0,91.0,0
56.0,4.0,76.0,17.0,1.0,18.0,1
365.0,32.0,117.0,34.0,110.0,6.0,2
595.0,23.0,123.0,10.0,23.0,154.0,0
1132.0,134.0,384.0,175.0,134.0,115.0,3
34.0,11.0,137.0,179.0,61.0,45.0,3
116.0,6.0,82.0,6.0,6.0,41.0,1
565.0,32.0,435.0,28.0,32.0,54.0,2
372.0,18.0,126.0,47.0,48.0,78.0,0
899.0,102.0,838.0,133.0,102.0,40.0,3
55.0,16.0,1622.0,17.0,3.0,4.0,2
760.0,40.0,480.0,0.0,40.0,26.0,2
260.0,86.0,559.0,63.0,9.0,67.0,2
459.0,0.0,24.0,6.0,0.0,4.0,1
466.0,0.0,224.0,119.0,49.0,99.0,0
67.0,15.0,80.0,17.0,11.0,80.0,1
2.0,0.0,7.0,3.0,7.0,10.0,1
67.0,1.0,20.0,0.0,2.0,31.0,1
92.0,4.0,18.0,3.0,3.0,6.0,1
4.0,2.0,11.0,2.0,0.0,4.0,1
20.0,1.0,28.0,3.0,3.0,2.0,1
273.0,11.0,178.0,62.0,83.0,29.0,2
434.0,22.0,388.0,104.0,22.0,34.0,2
321.0,11.0,309.0,33.0,26.0,34.0,2
212.0,123.0,177.0,15.0,64.0,23.0,2
909.0,12.0,278.0,0.0,12.0,242.0,0
1184.0,32.0,352.0,21.0,16.0,16.0,2
112.0,19.0,21.0,16.0,14.0,5.0,1
656.0,80.0,455.0,52.0,107.0,93.0,3
23.0,0.0,8.0,6.0,2.0,18.0,1
537.0,6.0,42.0,16.0,6.0,30.0,1
712.0,0.0,45.0,0.0,0.0,191.0,0
23.0,1.0,13.0,2.0,2.0,18.0,1
1.0,3.0,4.0,2.0,2.0,6.0,1
664.0,58.0,83.0,32.0,0.0,66.0,2
6.0,10.0,21.0,19.0,14.0,42.0,1
299.0,5.0,201.0,21.0,21.0,49.0,1
99.0,13.0,66.0,43.0,8.0,4.0,1
749.0,40.0,294.0,121.0,160.0,147.0,3
345.0,25.0,501.0,63.0,138.0,80.0,3
9.0,4.0,18.0,7.0,5.0,5.0,1
440.0,81.0,368.0,0.0,122.0,174.0,3
8.0,2.0,5.0,3.0,0.0,3.0,1
670.0,9.0,249.0,0.0,28.0,9.0,2
524.0,0.0,134.0,28.0,28.0,155.0,0
6.0,0.0,6.0,2.0,1.0,1.0,1
597.0,166.0,597.0,172.0,166.0,249.0,3
7.0,0.0,12.0,13.0,7.0,32.0,1
54.0,0.0,7.0,0.0,0.0,4.0,1
445.0,25.0,706.0,80.0,76.0,48.0,2
294.0,142.0,218.0,164.0,58.0,151.0,3
292.0,3.0,77.0,10.0,3.0,26.0,1
412.0,22.0,132.0,59.0,28.0,183.0,0
8.0,0.0,3.0,0.0,0.0,0.0,1
349.0,4.0,78.0,6.0,0.0,43.0,1
328.0,9.0,124.0,12.0,24.0,109.0,0
144.0,2.0,99.0,7.0,2.0,30.0,1
1126.0,28.0,211.0,37.0,28.0,42.0,2
967.0,0.0,617.0,43.0,50.0,0.0,2
432.0,79.0,341.0,177.0,136.0,170.0,3
138.0,39.0,63.0,55.0,18.0,21.0,1
0.0,0.0,1.0,7.0,4.0,6.0,1
509.0,133.0,497.0,78.0,24.0,97.0,3
948.0,10.0,86.0,13.0,21.0,21.0,2
39.0,2.0,25.0,4.0,3.0,24.0,1
28.0,1.0,21.0,3.0,0.0,10.0,1
13.0,11.0,24.0,13.0,8.0,40.0,1
307.0,26.0,360.0,138.0,31.0,40.0,2
901.0,31.0,345.0,75.0,31.0,191.0,0
2.0,5.0,12.0,4.0,8.0,7.0,1
283.0,17.0,372.0,138.0,106.0,44.0,3
4.0,3.0,7.0,0.0,3.0,11.0,1
769.0,80.0,252.0,15.0,34.0,65.0,2
518.0,42.0,742.0,55.0,56.0,84.0,2
350.0,8.0,66.0,17.0,4.0,4.0,1
445.0,53.0,213.0,104.0,98.0,151.0,3
778.0,178.0,689.0,41.0,27.0,44.0,3
709.0,93.0,374.0,104.0,80.0,80.0,3
359.0,35.0,314.0,93.0,116.0,89.0,3
799.0,12.0,375.0,16.0,12.0,12.0,2
895.0,10.0,101.0,13.0,0.0,152.0,0
40.0,2.0,23.0,0.0,4.0,23.0,1
76.0,0.0,7.0,0.0,0.0,16.0,1
11.0,5.0,22.0,12.0,5.0,11.0,1
245.0,16.0,223.0,21.0,43.0,16.0,1
647.0,107.0,391.0,175.0,67.0,40.0,3
39.0,1.0,9.0,2.0,1.0,34.0,1
203.0,35.0,305.0,46.0,17.0,227.0,0
138.0,3.0,38.0,4.0,0.0,59.0,1
587.0,51.0,898.0,247.0,0.0,86.0,3
595.0,97.0,291.0,127.0,133.0,121.0,3
43.0,12.0,23.0,29.0,15.0,61.0,1
301.0,7.0,74.0,10.0,0.0,58.0,1
180.0,32.0,348.0,76.0,32.0,90.0,0
794.0,115.0,243.0,150.0,0.0,205.0,0
392.0,5.0,91.0,28.0,26.0,112.0,0
39.0,1.0,22.0,3.0,4.0,12.0,1
107.0,2.0,12.0,2.0,2.0,12.0,1
13.0,0.0,3.0,0.0,0.0,0.0,1
70.0,0.0,17.0,0.0,0.0,6.0,1
680.0,11.0,392.0,75.0,0.0,0.0,2
26.0,1.0,11.0,0.0,1.0,4.0,1
522.0,0.0,522.0,227.0,120.0,134.0,3
412.0,12.0,546.0,78.0,182.0,0.0,3
6.0,5.0,5.0,8.0,0.0,5.0,1
2.0,3.0,6.0,4.0,1.0,9.0,1
1.0,3.0,8.0,2.0,5.0,5.0,1
6.0,2.0,15.0,6.0,6.0,3.0,1
4.0,12.0,5.0,3.0,16.0,17.0,1
18.0,2.0,19.0,0.0,2.0,6.0,1
324.0,48.0,186.0,39.0,18.0,198.0,0
327.0,9.0,125.0,25.0,4.0,139.0,0
229.0,27.0,71.0,13.0,3.0,34.0,1
521.0,168.0,706.0,80.0,76.0,61.0,3
184.0,23.0,446.0,30.0,23.0,23.0,2
4.0,8.0,11.0,12.0,2.0,13.0,1
183.0,2.0,64.0,7.0,2.0,12.0,1
31.0,19.0,35.0,26.0,14.0,52.0,1
219.0,3.0,60.0,12.0,9.0,12.0,1
479.0,28.0,136.0,75.0,14.0,35.0,2
584.0,44.0,212.0,46.0,8.0,177.0,0
627.0,91.0,597.0,159.0,91.0,15.0,3
24.0,1.0,16.0,12.0,2.0,5.0,1
330.0,5.0,159.0,36.0,27.0,16.0,1
19.0,1.0,10.0,2.0,1.0,8.0,1
28.0,23.0,29.0,29.0,14.0,47.0,1
606.0,148.0,228.0,15.0,148.0,22.0,3
1039.0,43.0,204.0,153.0,58.0,29.0,2
411.0,0.0,26.0,0.0,0.0,21.0,1
34.0,1.0,19.0,2.0,7.0,0.0,1
161.0,28.0,136.0,32.0,3.0,45.0,1
623.0,53.0,178.0,23.0,17.0,133.0,0
604.0,26.0,470.0,123.0,161.0,94.0,3
3.0,10.0,8.0,3.0,16.0,32.0,1
12.0,2.0,17.0,6.0,1.0,10.0,1
184.0,174.0,256.0,50.0,30.0,32.0,3
393.0,0.0,239.0,90.0,69.0,69.0,2
410.0,73.0,747.0,76.0,161.0,30.0,3
376.0,9.0,83.0,19.0,4.0,4.0,1
7.0,2.0,4.0,2.0,1.0,4.0,1
68.0,0.0,226.0,51.0,157.0,68.0,3
642.0,14.0,49.0,0.0,7.0,57.0,1
8.0,7.0,9.0,13.0,6.0,12.0,1
840.0,53.0,804.0,23.0,71.0,17.0,2
7.0,10.0,13.0,3.0,11.0,11.0,1
464.0,5.0,64.0,7.0,0.0,37.0,1
30.0,3.0,47.0,19.0,21.0,42.0,1
1492.0,38.0,287.0,50.0,57.0,33.0,2
752.0,122.0,476.0,39.0,153.0,34.0,3
1279.0,15.0,287.0,20.0,0.0,15.0,2
22.0,1.0,8.0,2.0,1.0,2.0,1
860.0,28.0,409.0,73.0,56.0,56.0,2
3.0,0.0,5.0,13.0,0.0,1.0,1
10.0,5.0,28.0,11.0,1.0,8.0,1
351.0,16.0,156.0,7.0,5.0,145.0,0
421.0,5.0,90.0,0.0,16.0,10.0,1
2.0,5.0,7.0,0.0,18.0,18.0,1
25.0,1.0,9.0,2.0,1.0,1.0,1
336.0,123.0,274.0,46.0,123.0,141.0,3
191.0,9.0,97.0,0.0,6.0,82.0,1
563.0,50.0,774.0,28.0,31.0,187.0,0
31.0,0.0,6.0,0.0,1.0,8.0,1
479.0,5.0,82.0,7.0,17.0,171.0,0
18.0,6.0,15.0,12.0,8.0,17.0,1
91.0,65.0,52.0,10.0,44.0,28.0,1
5.0,7.0,24.0,19.0,14.0,20.0,1
2.0,14.0,28.0,16.0,3.0,7.0,1
362.0,50.0,431.0,134.0,35.0,54.0,2
724.0,74.0,929.0,97.0,55.0,130.0,3
605.0,91.0,399.0,0.0,45.0,205.0,0
547.0,7.0,140.0,0.0,7.0,63.0,1
104.0,1.0,54.0,13.0,9.0,14.0,1
8.0,2.0,15.0,0.0,10.0,18.0,1
224.0,2.0,25.0,7.0,0.0,110.0,0
384.0,0.0,102.0,21.0,32.0,5.0,1
556.0,54.0,845.0,202.0,133.0,63.0,3
24.0,0.0,2.0,0.0,0.0,9.0,1
408.0,0.0,21.0,0.0,0.0,17.0,1
265.0,199.0,303.0,234.0,9.0,170.0,3
34.0,0.0,7.0,0.0,0.0,0.0,1
374.0,64.0,116.0,84.0,25.0,64.0,2
27.0,2.0,10.0,0.0,0.0,1.0,1
600.0,20.0,350.0,29.0,30.0,33.0,2
13.0,2.0,18.0,6.0,1.0,0.0,1
167.0,2.0,89.0,0.0,0.0,34.0,1
0.0,2.0,3.0,4.0,1.0,5.0,1
46.0,35.0,69.0,84.0,41.0,66.0,1
88.0,39.0,78.0,58.0,13.0,93.0,0
243.0,11.0,119.0,10.0,3.0,15.0,1
275.0,11.0,68.0,25.0,7.0,7.0,1
6.0,0.0,4.0,0.0,0.0,0.0,1
121.0,62.0,90.0,68.0,20.0,125.0,0
4.0,12.0,15.0,19.0,7.0,12.0,1
1308.0,0.0,396.0,23.0,0.0,0.0,2
515.0,47.0,267.0,62.0,66.0,38.0,2
4.0,0.0,16.0,17.0,4.0,4.0,1
48.0,13.0,57.0,24.0,15.0,25.0,1
562.0,58.0,168.0,43.0,16.0,142.0,0
769.0,22.0,500.0,210.0,143.0,33.0,3
379.0,4.0,93.0,12.0,9.0,98.0,0
29.0,12.0,59.0,19.0,1.0,36.0,1
387.0,68.0,569.0,89.0,45.0,68.0,3
12.0,23.0,38.0,30.0,18.0,7.0,1
6.0,10.0,12.0,3.0,15.0,40.0,1
27.0,1.0,14.0,4.0,1.0,21.0,1
9.0,1.0,5.0,0.0,0.0,1.0,1
22.0,0.0,19.0,6.0,5.0,3.0,1
899.0,102.0,838.0,133.0,102.0,40.0,3
889.0,55.0,685.0,168.0,92.0,129.0,3
189.0,2.0,55.0,0.0,5.0,12.0,1
48.0,0.0,2.0,0.0,0.0,5.0,1
230.0,14.0,156.0,82.0,24.0,58.0,1
852.0,60.0,207.0,78.0,36.0,48.0,2
35.0,3.0,20.0,4.0,1.0,20.0,1
205.0,20.0,47.0,23.0,2.0,56.0,1
255.0,31.0,446.0,40.0,56.0,175.0,0
0.0,0.0,1.0,8.0,3.0,2.0,1
437.0,8.0,206.0,160.0,49.0,42.0,2
825.0,8.0,53.0,11.0,0.0,242.0,0
316.0,58.0,161.0,76.0,51.0,135.0,0
756.0,138.0,354.0,160.0,169.0,61.0,3
194.0,55.0,134.0,15.0,0.0,3.0,1
7.0,17.0,18.0,6.0,10.0,26.0,1
183.0,33.0,493.0,59.0,103.0,57.0,3
171.0,0.0,11.0,0.0,1.0,20.0,1
243.0,101.0,405.0,29.0,40.0,40.0,2
181.0,21.0,69.0,39.0,3.0,96.0,0
151.0,7.0,89.0,0.0,7.0,28.0,1
494.0,92.0,391.0,194.0,11.0,241.0,3
464.0,28.0,873.0,29.0,18.0,37.0,2
5.0,1.0,5.0,10.0,0.0,7.0,1
29.0,0.0,29.0,0.0,5.0,4.0,1
102.0,9.0,49.0,24.0,3.0,12.0,1
604.0,28.0,674.0,91.0,28.0,28.0,2
571.0,12.0,523.0,63.0,60.0,24.0,2
953.0,0.0,71.0,0.0,0.0,174.0,0
63.0,3.0,67.0,8.0,9.0,28.0,1
770.0,29.0,890.0,250.0,27.0,24.0,3
398.0,61.0,265.0,138.0,61.0,53.0,3
741.0,19.0,154.0,50.0,9.0,28.0,2
1478.0,19.0,403.0,0.0,19.0,0.0,2
156.0,29.0,56.0,30.0,32.0,47.0,1
960.0,64.0,464.0,146.0,0.0,16.0,2
38.0,0.0,2.0,0.0,0.0,6.0,1
315.0,26.0,473.0,220.0,12.0,182.0,3
15.0,20.0,25.0,2.0,7.0,26.0,1
19.0,6.0,20.0,0.0,5.0,12.0,1
812.0,99.0,431.0,237.0,149.0,33.0,3
73.0,28.0,217.0,10.0,24.0,115.0,0
372.0,23.0,384.0,250.0,12.0,108.0,3
871.0,111.0,704.0,145.0,55.0,166.0,3
375.0,152.0,335.0,93.0,91.0,81.0,3
760.0,80.0,466.0,17.0,13.0,80.0,2
471.0,0.0,510.0,99.0,21.0,12.0,2
31.0,9.0,27.0,16.0,9.0,33.0,1
819.0,0.0,72.0,12.0,0.0,63.0,2
1.0,4.0,3.0,8.0,9.0,7.0,1
203.0,35.0,305.0,46.0,17.0,227.0,0
26.0,0.0,15.0,2.0,1.0,2.0,1
354.0,21.0,311.0,167.0,75.0,32.0,3
1253.0,0.0,447.0,23.0,71.0,35.0,2
371.0,17.0,238.0,23.0,24.0,106.0,0
588.0,7.0,76.0,110.0,15.0,15.0,2
480.0,86.0,249.0,75.0,86.0,144.0,3
517.0,12.0,54.0,16.0,6.0,120.0,0
267.0,98.0,606.0,48.0,70.0,98.0,3
1111.0,24.0,790.0,160.0,45.0,172.0,3
7.0,7.0,14.0,7.0,16.0,15.0,1
1166.0,0.0,48.0,0.0,0.0,36.0,2
261.0,42.0,144.0,55.0,48.0,133.0,0
135.0,25.0,51.0,23.0,25.0,46.0,1
6.0,2.0,18.0,2.0,8.0,14.0,1
711.0,28.0,142.0,49.0,18.0,47.0,2
11.0,0.0,13.0,2.0,4.0,11.0,1
42.0,0.0,17.0,0.0,0.0,18.0,1
79.0,7.0,58.0,6.0,3.0,18.0,1
20.0,6.0,43.0,19.0,5.0,38.0,1
30.0,0.0,8.0,2.0,0.0,14.0,1
20.0,2.0,23.0,3.0,1.0,4.0,1
115.0,27.0,44.0,4.0,146.0,139.0,0
263.0,5.0,233.0,69.0,41.0,83.0,0
69.0,2.0,15.0,2.0,2.0,6.0,1
267.0,3.0,30.0,4.0,0.0,57.0,1
561.0,85.0,171.0,25.0,123.0,114.0,3
492.0,0.0,37.0,7.0,0.0,42.0,1
14.0,7.0,9.0,6.0,16.0,12.0,1
80.0,4.0,46.0,0.0,17.0,2.0,1
97.0,12.0,84.0,13.0,10.0,15.0,1
197.0,107.0,227.0,7.0,59.0,131.0,0
693.0,21.0,925.0,31.0,24.0,84.0,2
43.0,2.0,27.0,0.0,9.0,12.0,1
14.0,0.0,2.0,0.0,0.0,7.0,1
186.0,36.0,234.0,86.0,72.0,48.0,2
434.0,137.0,400.0,45.0,137.0,45.0,3
59.0,0.0,11.0,4.0,2.0,5.0,1
16.0,5.0,30.0,8.0,7.0,26.0,1
230.0,35.0,75.0,63.0,57.0,31.0,1
829.0,138.0,430.0,60.0,92.0,15.0,3
318.0,8.0,407.0,150.0,35.0,8.0,2
1206.0,55.0,445.0,168.0,18.0,18.0,2
292.0,3.0,77.0,10.0,3.0,26.0,1
30.0,9.0,12.0,2.0,11.0,30.0,1
729.0,17.0,133.0,11.0,0.0,195.0,0
12.0,1.0,3.0,0.0,0.0,7.0,1
2.0,1.0,1.0,1.0,0.0,1.0,1
22.0,3.0,18.0,0.0,0.0,11.0,1
587.0,43.0,337.0,42.0,87.0,54.0,2
674.0,168.0,108.0,192.0,42.0,231.0,3
284.0,3.0,84.0,4.0,7.0,23.0,1
1023.0,93.0,651.0,49.0,55.0,37.0,2
1394.0,22.0,708.0,89.0,91.0,182.0,3
311.0,26.0,640.0,180.0,37.0,121.0,3
27.0,0.0,12.0,0.0,1.0,5.0,1
1296.0,17.0,311.0,45.0,69.0,51.0,2
3.0,6.0,7.0,0.0,0.0,3.0,1
393.0,5.0,136.0,7.0,5.0,27.0,1
218.0,63.0,282.0,137.0,35.0,70.0,3
66.0,0.0,16.0,0.0,6.0,20.0,1
4.0,2.0,11.0,2.0,0.0,4.0,1
795.0,0.0,545.0,95.0,58.0,0.0,2
15.0,10.0,19.0,8.0,17.0,20.0,1
384.0,25.0,292.0,130.0,41.0,64.0,2
244.0,8.0,32.0,7.0,2.0,50.0,1
158.0,19.0,288.0,25.0,0.0,38.0,1
1285.0,21.0,449.0,106.0,20.0,20.0,2
349.0,16.0,144.0,28.0,5.0,182.0,0
4.0,12.0,11.0,3.0,13.0,15.0,1
223.0,2.0,31.0,0.0,2.0,39.0,1
157.0,43.0,127.0,68.0,56.0,37.0,1
397.0,46.0,288.0,20.0,38.0,70.0,2
901.0,31.0,345.0,75.0,31.0,191.0,0
14.0,3.0,21.0,2.0,1.0,28.0,1
10.0,0.0,3.0,0.0,0.0,4.0,1
1230.0,0.0,396.0,232.0,178.0,158.0,3
81.0,1.0,31.0,2.0,1.0,0.0,1
154.0,20.0,66.0,0.0,12.0,27.0,1
63.0,0.0,21.0,7.0,0.0,12.0,1
30.0,0.0,11.0,0.0,0.0,3.0,1
90.0,67.0,165.0,30.0,43.0,11.0,1
635.0,114.0,254.0,132.0,152.0,76.0,3
127.0,4.0,73.0,15.0,6.0,11.0,1
13.0,3.0,6.0,6.0,5.0,6.0,1
18.0,42.0,24.0,15.0,20.0,18.0,1
45.0,2.0,26.0,4.0,1.0,1.0,1
38.0,1.0,24.0,0.0,0.0,0.0,1
986.0,36.0,168.0,16.0,0.0,108.0,0
61.0,0.0,3.0,0.0,0.0,7.0,1
4.0,9.0,16.0,17.0,0.0,12.0,1
201.0,53.0,172.0,116.0,77.0,83.0,3
19.0,8.0,29.0,0.0,12.0,26.0,1
4.0,8.0,11.0,19.0,12.0,26.0,1
18.0,0.0,2.0,0.0,0.0,2.0,1
806.0,80.0,161.0,120.0,11.0,33.0,2
380.0,98.0,733.0,110.0,112.0,28.0,3
576.0,172.0,961.0,125.0,115.0,19.0,3
458.0,81.0,356.0,106.0,50.0,40.0,3
5.0,10.0,13.0,3.0,8.0,16.0,1
350.0,60.0,568.0,110.0,133.0,145.0,3
39.0,33.0,130.0,41.0,26.0,44.0,1
26.0,1.0,16.0,2.0,2.0,15.0,1
68.0,0.0,16.0,0.0,0.0,8.0,1
45.0,3.0,9.0,4.0,4.0,7.0,1
359.0,0.0,134.0,13.0,26.0,123.0,0
403.0,24.0,29.0,6.0,24.0,218.0,0
34.0,1.0,14.0,0.0,0.0,5.0,1
73.0,18.0,66.0,7.0,12.0,2.0,1
292.0,30.0,415.0,63.0,33.0,200.0,0
14.0,0.0,16.0,0.0,0.0,6.0,1
80.0,1.0,37.0,0.0,1.0,3.0,1
30.0,11.0,33.0,13.0,6.0,29.0,1
463.0,96.0,333.0,168.0,53.0,10.0,3
75.0,12.0,141.0,43.0,39.0,187.0,0
538.0,13.0,91.0,17.0,6.0,26.0,1
635.0,114.0,254.0,132.0,152.0,76.0,3
8.0,0.0,3.0,0.0,0.0,1.0,1
1315.0,22.0,780.0,145.0,0.0,178.0,2
4.0,2.0,12.0,7.0,5.0,26.0,1
12.0,0.0,13.0,2.0,0.0,10.0,1
347.0,44.0,534.0,17.0,0.0,26.0,2
192.0,5.0,53.0,0.0,5.0,15.0,1
241.0,0.0,12.0,0.0,0.0,25.0,1
631.0,28.0,491.0,30.0,14.0,56.0,2
336.0,28.0,282.0,184.0,54.0,54.0,3
1099.0,0.0,45.0,0.0,0.0,34.0,2
743.0,19.0,181.0,12.0,0.0,200.0,0
124.0,83.0,267.0,85.0,59.0,35.0,3
15.0,0.0,8.0,4.0,2.0,20.0,1
397.0,19.0,69.0,12.0,0.0,9.0,1
10.0,4.0,4.0,3.0,3.0,14.0,1
530.0,117.0,678.0,134.0,44.0,147.0,3
1215.0,33.0,249.0,64.0,116.0,149.0,3
3.0,2.0,7.0,0.0,4.0,2.0,1
444.0,44.0,382.0,11.0,8.0,17.0,2
26.0,0.0,15.0,2.0,1.0,2.0,1
736.0,114.0,279.0,82.0,76.0,190.0,3
473.0,21.0,176.0,19.0,21.0,56.0,2
32.0,0.0,5.0,2.0,0.0,8.0,1
288.0,10.0,30.0,4.0,10.0,125.0,0
1050.0,178.0,555.0,77.0,138.0,118.0,3
1001.0,44.0,107.0,58.0,44.0,44.0,2
9.0,1.0,7.0,0.0,3.0,2.0,1
234.0,14.0,77.0,19.0,10.0,42.0,1
7.0,2.0,6.0,2.0,0.0,3.0,1
251.0,108.0,334.0,65.0,92.0,117.0,3
172.0,10.0,125.0,21.0,13.0,16.0,1
565.0,42.0,548.0,64.0,83.0,99.0,3
5.0,0.0,8.0,2.0,0.0,0.0,1
918.0,57.0,842.0,99.0,38.0,133.0,3
652.0,8.0,158.0,21.0,0.0,142.0,0
4.0,1.0,7.0,2.0,1.0,2.0,1
152.0,27.0,103.0,106.0,54.0,81.0,0
8.0,0.0,9.0,2.0,1.0,3.0,1
336.0,130.0,411.0,240.0,32.0,43.0,3
938.0,19.0,843.0,25.0,95.0,38.0,2
68.0,8.0,18.0,19.0,8.0,12.0,1
227.0,23.0,389.0,42.0,21.0,75.0,2
38.0,4.0,22.0,3.0,3.0,3.0,1
